,name,company,year,Price,kms_driven,fuel_type
3257,Hyundai Verna 1.6 CRDi EX AT,Hyundai,2013,675000,114000,Diesel
3258,Honda Amaze VX i-DTEC,Honda,2014,409999,81000,Diesel
3259,Audi Q3 30 TDI Premium FWD,Audi,2017,2700000,31000,Diesel
3260,Skoda Rapid 2013-2016 1.6 MPI Ambition,Skoda,2014,450000,35000,Petrol
3261,Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,2013,1450000,60001,Diesel
3262,Maruti Swift Dzire VDI,Maruti,2014,525000,75074,Diesel
3263,Tata Indica Vista Quadrajet LS,Tata,2012,120000,80000,Diesel
3264,Toyota Innova 2.5 G (Diesel) 8 Seater,Toyota,2006,495000,147350,Diesel
3265,Renault Duster 110PS Diesel RxZ Plus,Renault,2013,750000,60000,Diesel
3266,Mercedes-Benz E-Class E400 Cabriolet,Mercedes-Benz,2015,4800000,7501,Petrol
3267,Honda Amaze S i-Dtech,Honda,2015,445000,58000,Diesel
3268,Mercedes-Benz GLE 350d,Mercedes-Benz,2018,5965000,29277,Diesel
3269,Maruti Ritz VDi,Maruti,2015,438000,57034,Diesel
3270,Maruti Ciaz ZDi Plus SHVS,Maruti,2016,790000,40810,Diesel
3271,Hyundai Santro Xing GL,Hyundai,2008,188000,35268,Petrol
3272,BMW 5 Series 520d Sedan,BMW,2008,1050000,81000,Diesel
3273,Maruti Baleno Delta CVT,Maruti,2018,729000,34630,Petrol
3274,Ford Fiesta Diesel Titanium Plus,Ford,2012,600000,45122,Diesel
3275,Mahindra XUV500 W8 2WD,Mahindra,2011,670000,126000,Diesel
3276,Maruti Alto LXi,Maruti,2009,150000,63000,Petrol
3277,Mini Cooper 3 DOOR D,Mini,2016,2380000,32298,Diesel
3278,Mahindra XUV500 W8 4WD,Mahindra,2014,777000,63288,Diesel
3279,Hyundai Santro Xing GLS,Hyundai,2012,332000,43337,Petrol
3280,Maruti Swift VDI,Maruti,2015,494000,46561,Diesel
3281,Mercedes-Benz A Class A180 CDI,Mercedes-Benz,2013,1100000,34000,Diesel
3282,Renault KWID RXT,Renault,2016,340000,48000,Petrol
3283,Maruti Swift VDI,Maruti,2013,417000,56263,Diesel
3284,Maruti Zen LXI,Maruti,2005,125000,84060,Petrol
3285,Hyundai Grand i10 Magna AT,Hyundai,2016,545000,9000,Petrol
3286,Tata Manza Aura Quadrajet BS IV,Tata,2012,259000,79000,Diesel
3287,Mahindra XUV500 W10 AWD,Mahindra,2015,1201000,87900,Diesel
3288,Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,2010,245000,72425,Petrol
3289,Audi Q3 35 TDI Quattro Premium Plus,Audi,2015,2900000,38000,Diesel
3290,Ford Fiesta 1.4 SXi TDCi,Ford,2008,240000,83000,Diesel
3291,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mercedes-Benz,2010,1199000,107000,Diesel
3292,Honda City i VTEC CVT VX,Honda,2015,790000,51000,Petrol
3293,Toyota Innova 2.5 GX 7 STR,Toyota,2010,625000,140000,Diesel
3294,Chevrolet Beat LT,Chevrolet,2011,180000,48000,Petrol
3295,Maruti Wagon R LXI CNG,Maruti,2013,280000,62000,CNG
3296,Honda Jazz 1.2 S i VTEC,Honda,2015,490000,31000,Petrol
3297,Nissan Micra XL Primo,Nissan,2010,225000,75055,Petrol
3298,Maruti Ciaz AT ZXi,Maruti,2017,889000,51210,Petrol
3299,Toyota Fortuner 4x2 AT,Toyota,2012,1500000,87000,Diesel
3300,Ford Aspire Ambiente Diesel,Ford,2018,565000,17000,Diesel
3301,Maruti Ertiga ZDI,Maruti,2014,700000,57000,Diesel
3302,Maruti Alto 800 LXI,Maruti,2016,295000,9370,Petrol
3303,Honda Brio V MT,Honda,2013,330000,53226,Petrol
3304,Hyundai Verna Transform CRDi VGT SX ABS,Hyundai,2010,350000,120000,Diesel
3305,Honda City 1.5 GXI,Honda,2007,229999,75055,Petrol
3306,Hyundai Creta 1.6 CRDi SX,Hyundai,2017,1369000,37247,Diesel
3307,Toyota Etios Liva GD,Toyota,2013,310000,64000,Diesel
3308,Hyundai Sonata Transform 2.4 GDi MT,Hyundai,2014,1275000,12000,Petrol
3309,Hyundai Creta 1.6 CRDi SX Option,Hyundai,2017,1375000,40158,Diesel
3310,Honda Jazz 1.2 SV i VTEC,Honda,2017,675000,11000,Petrol
3311,Volkswagen Vento Diesel Comfortline,Volkswagen,2014,525000,70010,Diesel
3312,Mahindra XUV500 W6 2WD,Mahindra,2015,875000,82000,Diesel
3313,Mahindra TUV 300 2015-2019 T8,Mahindra,2017,886999,57259,Diesel
3314,Honda Accord 2001-2003 2.3 VTi L AT,Honda,2010,650000,84000,Petrol
3315,Maruti Ertiga VDI,Maruti,2012,450000,168000,Diesel
3316,Mahindra Ssangyong Rexton RX5,Mahindra,2012,1250000,73670,Diesel
3317,Toyota Fortuner 4x2 AT,Toyota,2014,1680000,89540,Diesel
3318,Maruti Ertiga ZDI,Maruti,2016,875000,85423,Diesel
3319,Hyundai Elantra CRDi SX AT,Hyundai,2013,850000,48823,Diesel
3320,Hyundai i10 Magna 1.2,Hyundai,2011,221000,35082,Petrol
3321,Maruti Omni MPI STD BSIV,Maruti,2012,160000,126000,Petrol
3322,Honda Amaze VX AT i-Vtech,Honda,2016,625000,19000,Petrol
3323,Honda Civic 2006-2010 1.8 V AT,Honda,2007,225000,69000,Petrol
3324,Mercedes-Benz CLA 200 CDI Sport,Mercedes-Benz,2019,2575000,29836,Diesel
3325,Skoda Superb 1.8 TFSI MT,Skoda,2010,675000,48002,Petrol
3326,Maruti Ciaz ZDi Plus SHVS,Maruti,2015,625000,52324,Diesel
3327,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,2013,509999,65000,Diesel
3328,Mercedes-Benz M-Class ML 320 CDI,Mercedes-Benz,2009,1075000,66000,Diesel
3329,Hyundai Grand i10 CRDi Sportz,Hyundai,2016,570000,75700,Diesel
3330,Volkswagen Vento Diesel Breeze,Volkswagen,2013,595000,43000,Diesel
3331,Chevrolet Beat Diesel LT,Chevrolet,2012,240000,42706,Diesel
3332,Mahindra Quanto C6,Mahindra,2013,349000,35000,Diesel
3333,Hyundai i10 Asta 1.2 AT with Sunroof,Hyundai,2011,400000,54348,Petrol
3334,Toyota Etios Liva 1.4 GD,Toyota,2013,385000,84000,Diesel
3335,Toyota Corolla Altis 2008-2013 1.8 VL AT,Toyota,2010,395000,63298,Petrol
3336,Hyundai i10 Magna 1.2,Hyundai,2013,300000,75049,Petrol
3337,Ford Figo Aspire 1.2 Ti-VCT Titanium,Ford,2018,670000,24237,Petrol
3338,Maruti Ritz ZXi,Maruti,2016,614000,22767,Petrol
3339,Hyundai i20 Sportz AT 1.4,Hyundai,2012,440000,58000,Petrol
3340,Maruti Swift Dzire LDI,Maruti,2017,425000,57000,Diesel
3341,BMW 7 Series 2007-2012 750Li,BMW,2010,2593000,50161,Petrol
3342,Maruti S Cross DDiS 320 Alpha,Maruti,2016,700000,45000,Diesel
3343,Toyota Fortuner 4x4 AT,Toyota,2017,2512000,68319,Diesel
3344,Hyundai EON 1.0 Magna Plus Option O,Hyundai,2017,445000,30711,Petrol
3345,Hyundai i20 1.4 CRDi Magna,Hyundai,2011,240000,38277,Diesel
3346,Volkswagen Vento Diesel Highline,Volkswagen,2012,433000,115000,Diesel
3347,Maruti Swift Dzire VXi AT,Maruti,2017,693000,46849,Petrol
3348,Hyundai i20 Magna 1.4 CRDi,Hyundai,2014,425000,64000,Diesel
3349,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Mercedes-Benz,2010,1250000,130923,Diesel
3350,Hyundai Grand i10 Sportz,Hyundai,2015,490000,15000,Petrol
3351,Hyundai i20 1.4 CRDi Sportz,Hyundai,2014,450000,32720,Diesel
3352,Renault KWID RXT,Renault,2016,300000,12500,Petrol
3353,Hyundai Xcent 1.2 Kappa AT SX Option,Hyundai,2015,580000,59800,Petrol
3354,Volkswagen Vento Petrol Highline,Volkswagen,2011,333000,54211,Petrol
3355,Chevrolet Cruze LTZ AT,Chevrolet,2015,662000,62242,Diesel
3356,Nissan Terrano XL 110 PS,Nissan,2015,575000,54000,Diesel
3357,Hyundai Verna 1.6 SX,Hyundai,2012,620000,65000,Diesel
3358,Maruti Celerio VXI AMT,Maruti,2015,350000,55000,Petrol
3359,Maruti Wagon R LXI,Maruti,2010,200000,71000,Petrol
3360,Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,2012,400000,70000,Diesel
3361,Audi A4 1.8 TFSI,Audi,2011,950000,53000,Petrol
3362,BMW X1 sDrive20d,BMW,2013,1750000,43000,Diesel
3363,Skoda Rapid 1.6 MPI AT Elegance Plus,Skoda,2015,611000,54000,Petrol
3364,Hyundai i10 Magna,Hyundai,2014,375000,51000,Petrol
3365,Mitsubishi Pajero 2.8 GLX CRZ,Mitsubishi,2007,620000,78000,Diesel
3366,Honda City i DTEC SV,Honda,2014,615000,25000,Diesel
3367,Maruti Alto K10 2010-2014 VXI,Maruti,2012,240000,12600,Petrol
3368,Maruti Swift Ldi BSIII,Maruti,2009,215000,80000,Diesel
3369,Hyundai Grand i10 Magna,Hyundai,2016,375000,21000,Petrol
3370,Ford Figo Petrol ZXI,Ford,2011,215000,32000,Petrol
3371,Hyundai Grand i10 SportZ Edition,Hyundai,2015,475000,50000,Petrol
3372,Maruti SX4 Vxi BSIV,Maruti,2010,245000,47500,Petrol
3373,Honda City i-VTEC VX,Honda,2017,1115000,7500,Petrol
3374,Renault Duster 110PS Diesel RxZ AMT,Renault,2016,890000,68163,Diesel
3375,Honda Amaze S i-Dtech,Honda,2014,434999,61000,Diesel
3376,Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,2015,1200000,100000,Diesel
3377,BMW 3 Series 320d Highline,BMW,2009,850000,61500,Diesel
3378,Hyundai i10 Magna 1.1 iTech SE,Hyundai,2017,426999,42883,Petrol
3379,Renault Duster 85PS Diesel RxL Optional with Nav,Renault,2012,425000,97000,Diesel
3380,Mitsubishi Outlander 2.4,Mitsubishi,2010,925000,39525,Petrol
3381,Maruti Vitara Brezza LDi,Maruti,2017,861000,35384,Diesel
3382,Mercedes-Benz R-Class R350 CDI 4MATIC,Mercedes-Benz,2010,2800000,46000,Diesel
3383,Ford EcoSport 1.5 Diesel Titanium,Ford,2018,925000,32189,Diesel
3384,Hyundai Verna 1.6 CRDI AT SX Option,Hyundai,2016,860000,27000,Diesel
3385,Volkswagen Polo 1.2 MPI Highline,Volkswagen,2018,753000,22734,Petrol
3386,Renault Duster 110PS Diesel RxL,Renault,2014,575000,58002,Diesel
3387,Honda Brio S Option AT,Honda,2012,415000,31500,Petrol
3388,Ford Figo 2015-2019 1.2P Titanium MT,Ford,2017,584000,30933,Petrol
3389,Audi A6 2.0 TDI Design Edition,Audi,2012,1650000,27090,Diesel
3390,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,BMW,2015,4300000,29500,Diesel
3391,Hyundai i10 Sportz Option,Hyundai,2013,355000,45000,Petrol
3392,Hyundai i20 1.2 Asta Option,Hyundai,2018,890000,11691,Petrol
3393,Skoda Octavia L and K 1.9 TDI MT,Skoda,2006,250000,121000,Diesel
3394,Hyundai Verna Transform SX VGT CRDi,Hyundai,2010,385000,118077,Diesel
3395,Hyundai Verna 1.6 SX VTVT (O) AT,Hyundai,2012,750000,36300,Petrol
3396,Hyundai Getz GVS,Hyundai,2005,180000,90000,Petrol
3397,Ford Figo Diesel EXI,Ford,2010,225000,78000,Diesel
3398,Audi A6 2011-2015 35 TDI Technology,Audi,2015,2425000,42000,Diesel
3399,Volkswagen Polo 1.2 MPI Highline,Volkswagen,2015,434999,27000,Petrol
3400,BMW X1 sDrive20d,BMW,2012,1150000,22000,Diesel
3401,Honda City i VTEC SV,Honda,2014,475000,49000,Petrol
3402,Hyundai i20 Sportz Option Diesel,Hyundai,2012,499000,42600,Diesel
3403,Honda Jazz 1.2 V CVT i VTEC,Honda,2018,915000,12794,Petrol
3404,Maruti Swift 1.3 VXi,Maruti,2006,235000,125000,Petrol
3405,Honda CR-V 2.4 AT,Honda,2014,1399000,88046,Petrol
3406,Mercedes-Benz A Class A180 CDI,Mercedes-Benz,2014,1975000,8000,Diesel
3407,Mahindra XUV500 AT W10 AWD,Mahindra,2018,1677000,82739,Diesel
3408,Mahindra Bolero SLX 2WD,Mahindra,2006,250000,193000,Diesel
3409,Renault Scala RxL AT,Renault,2013,365000,7000,Petrol
3410,Land Rover Freelander 2 HSE SD4,Land,2012,2350000,60000,Diesel
3411,Maruti Alto 800 VXI,Maruti,2017,311000,38000,Petrol
3412,Toyota Etios G,Toyota,2013,457000,56344,Petrol
3413,Hyundai i20 Sportz Option,Hyundai,2014,532000,17858,Petrol
3414,Hyundai i10 Sportz,Hyundai,2012,320000,53000,Petrol
3415,Maruti Swift VDI BSIV,Maruti,2016,563000,67906,Diesel
3416,Hyundai EON Magna Plus,Hyundai,2015,300000,19000,Petrol
3417,BMW 3 Series 320d,BMW,2010,925000,67000,Diesel
3418,Tata Indigo XL Classic Dicor,Tata,2011,120000,80000,Diesel
3419,Maruti Alto 800 LXI,Maruti,2015,215000,61000,Petrol
3420,Volkswagen Polo Diesel Highline 1.2L,Volkswagen,2010,305000,39000,Diesel
3421,Toyota Corolla Altis VL AT,Toyota,2014,1150000,59000,Petrol
3422,Hyundai Santro Xing GLS,Hyundai,2008,229999,80931,Petrol
3423,Maruti Swift ZXI,Maruti,2016,495000,34000,Petrol
3424,Renault Scala Diesel RxL,Renault,2013,475000,130000,Diesel
3425,Maruti Vitara Brezza ZDi Plus,Maruti,2018,1015000,52380,Diesel
3426,Nissan Micra XV,Nissan,2011,265000,44000,Petrol
3427,Ford Figo Diesel EXI,Ford,2015,380000,84000,Diesel
3428,Honda CR-V 2.0 AT,Honda,2017,1668000,41697,Petrol
3429,Nissan Terrano XV 110 PS,Nissan,2014,500000,163000,Diesel
3430,Toyota Etios Liva 1.2 G,Toyota,2011,375000,42000,Petrol
3431,Hyundai i20 Asta 1.4 CRDi,Hyundai,2013,411000,129000,Diesel
3432,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Ford,2015,425000,32200,Petrol
3433,Mitsubishi Pajero 2.8 GLX CRZ,Mitsubishi,2004,345000,129000,Diesel
3434,Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,2014,2250000,40000,Diesel
3435,Toyota Innova 2.0 E,Toyota,2006,450000,150000,Petrol
3436,Chevrolet Aveo U-VA 1.2 LS,Chevrolet,2007,90000,140000,Petrol
3437,Hyundai Getz GLS,Hyundai,2006,185000,63181,Petrol
3438,Honda Amaze S i-Dtech,Honda,2013,325000,39575,Diesel
3439,Maruti Swift VDI BSIV W ABS,Maruti,2010,310000,63600,Diesel
3440,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,2014,734000,70374,Diesel
3441,Volkswagen CrossPolo 1.5 TDI,Volkswagen,2015,425000,26256,Diesel
3442,Hyundai Elite i20 Petrol Sportz,Hyundai,2016,645000,13460,Petrol
3443,Toyota Innova 2.5 V Diesel 8-seater,Toyota,2011,1075000,122000,Diesel
3444,Mercedes-Benz M-Class ML 250 CDI,Mercedes-Benz,2015,2775000,58589,Diesel
3445,Maruti Wagon R LX BSIII,Maruti,2005,99000,115000,Petrol
3446,Ford Endeavour 2.2 Trend AT 4X2,Ford,2016,2400000,75000,Diesel
3447,Hyundai Elite i20 Petrol Sportz,Hyundai,2016,610000,30292,Petrol
3448,Honda WRV i-VTEC VX,Honda,2017,825000,32248,Petrol
3449,Volkswagen Polo Petrol Highline 1.2L,Volkswagen,2013,465000,74000,Petrol
3450,Honda CR-V 2.0L 2WD MT,Honda,2014,975000,56100,Petrol
3451,Hyundai Grand i10 1.2 Kappa Asta,Hyundai,2014,440000,61325,Petrol
3452,Maruti Swift Dzire VXI,Maruti,2014,399000,33000,Petrol
3453,BMW 5 Series 2003-2012 530d,BMW,2016,4573000,18090,Diesel
3454,Ford Ecosport 1.5 DV5 MT Ambiente,Ford,2014,527000,71390,Diesel
3455,Maruti Wagon R LXI CNG,Maruti,2014,350000,41000,CNG
3456,Honda City i DTec V,Honda,2016,725000,67000,Diesel
3457,Tata Indigo LS,Tata,2008,160000,99000,Diesel
3458,Renault Duster 110PS Diesel RxL,Renault,2014,600000,142000,Diesel
3459,Hyundai i10 Sportz,Hyundai,2010,300000,26966,Petrol
3460,Honda Jazz 1.2 SV i VTEC,Honda,2015,495000,27628,Petrol
3461,Maruti SX4 S Cross DDiS 200 Zeta,Maruti,2016,899000,82497,Diesel
3462,Honda Accord VTi-L MT,Honda,2007,185000,86000,Petrol
3463,Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,2016,616000,26981,Petrol
3464,Maruti Ritz VDi,Maruti,2010,350000,110471,Diesel
3465,Honda Amaze S Petrol,Honda,2014,450000,69000,Petrol
3466,Hyundai i20 1.2 Asta Option,Hyundai,2017,775000,12000,Petrol
3467,Renault Duster 85PS Diesel RxL,Renault,2014,660000,77500,Diesel
3468,Hyundai Grand i10 Magna,Hyundai,2014,498000,48031,Petrol
3469,BMW 3 Series 320d Highline,BMW,2008,975000,170000,Diesel
3470,Ford Ecosport 1.5 DV5 MT Trend,Ford,2014,555000,69565,Diesel
3471,Volkswagen Vento 1.5 TDI Highline AT,Volkswagen,2016,1030000,45492,Diesel
3472,Honda Accord 2.4 AT,Honda,2011,750000,85000,Petrol
3473,Chevrolet Aveo 1.4,Chevrolet,2008,180000,55902,Petrol
3474,Volkswagen Polo 1.2 MPI Highline Plus,Volkswagen,2017,625000,18500,Petrol
3475,Mahindra Xylo D4 BS III,Mahindra,2015,680000,129750,Diesel
3476,Hyundai i10 Magna AT,Hyundai,2009,300000,50902,Petrol
3477,Mahindra XUV500 W8 4WD,Mahindra,2015,1160000,84725,Diesel
3478,Hyundai Elantra CRDi SX,Hyundai,2013,695000,40000,Diesel
3479,Volkswagen Passat 1.8 TSI MT,Volkswagen,2010,350000,60000,Petrol
3480,Hyundai Grand i10 1.2 Kappa Sportz,Hyundai,2014,550000,33496,Petrol
3481,Hyundai i20 Asta Option 1.2,Hyundai,2015,565000,25000,Petrol
3482,Chevrolet Enjoy TCDi LS 8 Seater,Chevrolet,2013,325000,71000,Diesel
3483,Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Skoda,2015,772000,20826,Petrol
3484,Hyundai Creta 1.6 CRDi SX,Hyundai,2016,1200000,42244,Diesel
3485,Chevrolet Beat Diesel PS,Chevrolet,2013,155000,98598,Diesel
3486,Toyota Fortuner 3.0 Diesel,Toyota,2011,1075000,62100,Diesel
3487,Hyundai i20 Sportz Option 1.2,Hyundai,2016,672000,44238,Petrol
3488,Audi Q7 3.0 TDI quattro,Audi,2012,2855000,91743,Diesel
3489,Porsche Panamera Diesel,Porsche,2013,7500000,19828,Diesel
3490,Honda City i VTEC VX,Honda,2016,1049000,36891,Petrol
3491,Mahindra Quanto C4,Mahindra,2012,380000,90049,Diesel
3492,Audi A4 2.0 TDI Multitronic,Audi,2012,1850000,74002,Diesel
3493,Hyundai Sonata Transform 2.4 GDi AT,Hyundai,2013,600000,41000,Petrol
3494,Hyundai Verna 1.6 SX,Hyundai,2012,550000,83678,Diesel
3495,Maruti Wagon R LXI BS IV,Maruti,2010,229999,91000,Petrol
3496,Maruti Ertiga SHVS ZDI Plus,Maruti,2016,869999,50000,Diesel
3497,Hyundai Xcent 1.1 CRDi S Option,Hyundai,2015,495000,58000,Diesel
3498,Maruti Swift VDI,Maruti,2012,425000,80000,Diesel
3499,Mahindra XUV500 W6 2WD,Mahindra,2017,1094000,41290,Diesel
3500,BMW 5 Series 520d Luxury Line,BMW,2013,2126000,65000,Diesel
3501,Toyota Corolla Altis 1.8 G,Toyota,2016,1150000,16471,Petrol
3502,Hyundai i20 Asta 1.4 CRDi,Hyundai,2015,600000,54339,Diesel
3503,Mahindra KUV 100 mFALCON G80 K2,Mahindra,2016,409999,24025,Petrol
3504,Maruti Alto 800 2016-2019 LXI,Maruti,2013,200999,24027,Petrol
3505,Fiat Punto EVO 1.2 Emotion,Fiat,2010,260000,59270,Petrol
3506,Maruti Wagon R VXI BS IV,Maruti,2012,235000,40000,Petrol
3507,Mitsubishi Pajero 4X4 LHD,Mitsubishi,2012,915000,155566,Diesel
3508,Honda Brio EX MT,Honda,2013,290000,42320,Petrol
3509,Hyundai i20 Asta Option 1.4 CRDi,Hyundai,2017,918000,24153,Diesel
3510,Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,2016,1145000,27000,Petrol
3511,Maruti Alto Green LXi (CNG),Maruti,2012,210000,92000,CNG
3512,Honda Amaze S i-VTEC,Honda,2017,553000,61795,Petrol
3513,Mahindra KUV 100 mFALCON G80 K6 Plus,Mahindra,2016,375000,13500,Petrol
3514,Honda City i-VTEC CVT VX,Honda,2018,1250000,4500,Petrol
3515,Mahindra XUV500 AT W10 FWD,Mahindra,2017,1550000,23000,Diesel
3516,Hyundai Santro GLS I - Euro I,Hyundai,2011,210000,65400,Petrol
3517,Mercedes-Benz New C-Class 220 CDI AT,Mercedes-Benz,2013,1450000,80578,Diesel
3518,Renault Duster 110PS Diesel RxZ AMT,Renault,2017,1246000,42646,Diesel
3519,Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,2014,525000,30000,Petrol
3520,BMW 5 Series 520d Sedan,BMW,2012,1450000,90000,Diesel
3521,Mercedes-Benz S Class 2005 2013 S 350 CDI,Mercedes-Benz,2009,2500000,98000,Diesel
3522,Hyundai Santro GLS II - Euro II,Hyundai,2012,266000,66400,Petrol
3523,Jaguar XJ 3.0L Premium Luxury,Jaguar,2012,4500000,50000,Diesel
3524,Maruti Swift VDI,Maruti,2015,509999,63310,Diesel
3525,Honda Amaze S i-Dtech,Honda,2014,350000,66000,Diesel
3526,BMW 3 Series 320d Highline,BMW,2011,1250000,74000,Diesel
3527,Hyundai Verna 1.4 EX,Hyundai,2012,555000,93000,Diesel
3528,Toyota Fortuner 4x2 4 Speed AT,Toyota,2015,1948000,70000,Diesel
3529,Maruti Swift VXI,Maruti,2012,391000,48772,Petrol
3530,Chevrolet Beat LS,Chevrolet,2010,219000,66000,Petrol
3531,Hyundai Grand i10 Asta Option AT,Hyundai,2017,689000,27417,Petrol
3532,Ford Figo Petrol ZXI,Ford,2011,347000,51593,Petrol
3533,Nissan Teana 230jM,Nissan,2008,325000,86340,Petrol
3534,Maruti Swift VXI BSIII,Maruti,2010,285000,75000,Petrol
3535,Audi A4 35 TDI Premium,Audi,2016,2564000,39237,Diesel
3536,Honda City V MT,Honda,2018,1027999,11966,Petrol
3537,Honda Jazz V,Honda,2015,630000,37000,Petrol
3538,Volkswagen Polo 1.5 TDI Highline,Volkswagen,2014,475000,70920,Diesel
3539,Nissan Terrano XL D Option,Nissan,2013,580000,65280,Diesel
3540,Land Rover Discovery Sport SD4 HSE Luxury 7S,Land,2016,4450000,62000,Diesel
3541,Hyundai i20 Magna Optional 1.2,Hyundai,2014,465000,44525,Petrol
3542,Honda City 1.5 E MT,Honda,2009,360000,86863,Petrol
3543,Mahindra XUV500 W10 AWD,Mahindra,2015,1225000,102626,Diesel
3544,Jeep Compass 2.0 Limited Option 4X4,Jeep,2017,2000000,45000,Diesel
3545,Mahindra XUV500 W10 AWD,Mahindra,2017,1600000,22000,Diesel
3546,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Mahindra,2011,621000,108905,Diesel
3547,Datsun GO Plus T,Datsun,2016,325000,12800,Petrol
3548,Mahindra Scorpio S6 Plus 7 Seater,Mahindra,2016,975000,32000,Diesel
3549,Honda Amaze S AT i-Vtech,Honda,2014,445000,39000,Petrol
3550,Honda City i-DTEC ZX,Honda,2017,1200000,42000,Diesel
3551,Tata Indigo GLE,Tata,2008,80000,73000,Petrol
3552,Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,2018,595000,48000,Diesel
3553,Maruti Alto 800 2016-2019 CNG LXI,Maruti,2015,300000,18000,CNG
3554,Hyundai Verna 1.4 CX VTVT,Hyundai,2014,525000,19000,Petrol
3555,Toyota Innova Crysta 2.4 VX MT,Toyota,2019,2220000,33598,Diesel
3556,BMW X1 sDrive20d,BMW,2012,1350000,63000,Diesel
3557,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Volkswagen,2015,1350000,48000,Diesel
3558,Ford Figo Diesel ZXI,Ford,2014,347000,66000,Diesel
3559,Mahindra Ssangyong Rexton RX7,Mahindra,2013,950000,80000,Diesel
3560,Volkswagen Vento Petrol Highline,Volkswagen,2011,480000,37000,Petrol
3561,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Skoda,2016,654000,35058,Petrol
3562,Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,2012,310000,52000,Petrol
3563,Maruti S Cross DDiS 200 Delta,Maruti,2015,799000,61313,Diesel
3564,Toyota Corolla Altis G,Toyota,2009,330000,45000,Petrol
3565,Maruti Ertiga ZDI,Maruti,2015,875000,74000,Diesel
3566,Hyundai i10 Asta Sunroof AT,Hyundai,2013,419000,89000,Petrol
3567,Mercedes-Benz CLA 200 CDI Sport,Mercedes-Benz,2019,3077000,13414,Diesel
3568,Honda City ZX VTEC,Honda,2006,211000,95000,Petrol
3569,Mahindra KUV 100 G80 K8,Mahindra,2018,625000,15900,Petrol
3570,Toyota Fortuner 3.0 Diesel,Toyota,2011,1140000,151000,Diesel
3571,Honda City 1.5 V MT,Honda,2011,520000,65000,Petrol
3572,Audi A6 35 TDI Matrix,Audi,2017,3984000,36824,Diesel
3573,Ford Figo Diesel ZXI,Ford,2013,445000,65287,Diesel
3574,Mercedes-Benz GLA Class 200 CDI,Mercedes-Benz,2014,1950000,52000,Diesel
3575,Chevrolet Aveo U-VA 1.2 LS,Chevrolet,2007,175000,33000,Petrol
3576,Ford Figo 2015-2019 1.5D Titanium MT,Ford,2016,509999,71000,Diesel
3577,Hyundai Elantra CRDi SX AT,Hyundai,2013,680000,71000,Diesel
3578,Maruti Baleno Zeta CVT,Maruti,2016,574000,20000,Petrol
3579,Maruti Swift LXi BSIV,Maruti,2010,330000,71000,Petrol
3580,Mercedes-Benz CLS-Class 2006-2010 350 CDI,Mercedes-Benz,2010,3200000,29000,Diesel
3581,BMW 3 Series Luxury Line,BMW,2016,3500000,27000,Diesel
3582,Maruti Dzire AMT ZDI Plus,Maruti,2017,890000,19000,Diesel
3583,Hyundai Verna 1.6 SX VTVT,Hyundai,2011,400000,58000,Petrol
3584,Jeep Compass 2.0 Longitude,Jeep,2018,1946000,42203,Diesel
3585,Hyundai Sonata Embera 2.0L CRDi AT,Hyundai,2009,525000,94000,Diesel
3586,Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,2013,260000,52000,CNG
3587,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Tata,2018,922000,4900,Diesel
3588,Hyundai EON Era Plus,Hyundai,2013,180000,70000,Petrol
3589,Tata Indica DLS,Tata,2005,130000,100000,Diesel
3590,BMW 5 Series 2013-2017 530d M Sport,BMW,2015,3175000,65266,Diesel
3591,Maruti Ertiga VDI,Maruti,2014,599000,54569,Diesel
3592,Honda Amaze E i-Vtech,Honda,2015,494000,51361,Petrol
3593,Ford Fiesta 1.4 Duratec ZXI,Ford,2007,150000,125000,Petrol
3594,Honda Civic 2006-2010 1.8 V MT,Honda,2008,325000,66000,Petrol
3595,Maruti Wagon R LX DUO BSIII,Maruti,2007,195000,65047,LPG
3596,Maruti Ertiga ZDI,Maruti,2014,650000,22281,Diesel
3597,Hyundai Grand i10 CRDi Sportz,Hyundai,2013,371000,63210,Diesel
3598,Hyundai Xcent 1.2 VTVT E Plus,Hyundai,2018,500000,31000,Petrol
